sim	total_mean	CO2_mean	N2_mean	total_range	CO2_range	N2_range	T	mu_CO2	mu_N2	epsilon	phi_0	d	q_phi1	q_phi2	q_phi3	q_phi4	q_A1	q_A2	q_A3	q_A4
0367	466.62	406.73	59.89	8.69	17.62	17.03	336.9735	-5.1427	-6.2286	0.0000	0.0000	0.0000	22.8870	26.1785	8.3895	17.9158	661.7390	382.1830	403.1300	506.3256
0368	482.66	330.18	152.48	14.10	34.05	20.84	226.3278	-8.4595	-4.0249	0.0000	0.0000	0.0000	12.9607	24.5505	8.0268	15.9114	109.0313	48.8285	14.2121	567.8218
0369	462.38	358.42	103.95	10.76	30.17	25.36	391.7715	-5.7708	-4.0947	0.0000	0.0000	0.0000	29.4486	4.7404	9.2626	17.9338	145.8958	90.0192	367.9729	675.8856
0370	526.08	448.86	77.22	8.65	43.34	41.17	324.8470	-2.7211	-4.1201	0.0000	0.0000	0.0000	24.0525	8.0428	12.0717	6.8009	608.6849	568.5844	34.5162	501.1397
0371	494.48	361.33	133.15	6.58	22.93	19.66	372.3299	-3.9161	-2.0894	0.0000	0.0000	0.0000	10.8750	9.1378	22.9963	12.9676	420.9467	43.5320	210.4290	465.7571
0372	434.60	343.57	91.04	8.82	20.82	13.18	316.2194	-4.8114	-3.3711	0.0000	0.0000	0.0000	21.3935	10.9527	3.9167	3.7853	130.8510	497.7600	508.3414	50.5208
0373	523.65	429.69	93.96	11.33	29.75	27.63	204.9280	-4.2313	-3.1351	0.0000	0.0000	0.0000	19.6236	25.6183	15.6721	28.1614	513.5846	346.9706	125.2603	553.1403
0374	497.70	439.02	58.68	14.84	24.51	14.32	390.8634	-2.1242	-3.3880	0.0000	0.0000	0.0000	29.7362	11.6928	10.9166	24.3786	479.1945	601.2822	603.2512	256.5223
0375	507.97	449.46	58.51	4.63	16.36	16.92	309.1335	-2.6279	-5.6225	0.0000	0.0000	0.0000	24.8028	26.7784	24.1275	13.2343	489.6090	611.0329	90.7406	356.4142
0376	482.08	345.87	136.21	6.07	25.14	21.40	329.0657	-4.4991	-2.2156	0.0000	0.0000	0.0000	26.0258	19.2902	23.8470	28.6332	109.2708	152.4387	499.9059	460.3798
0377	453.40	404.42	48.98	5.97	21.10	17.65	236.6240	-6.4881	-5.3718	0.0000	0.0000	0.0000	27.6266	10.6734	4.8997	27.8903	527.2181	23.5790	412.6080	126.2575
0378	460.74	392.83	67.91	15.83	34.27	18.52	301.3877	-4.7473	-4.9204	0.0000	0.0000	0.0000	13.9476	7.9602	22.7850	4.3750	147.7529	628.5355	604.0273	361.7758
0379	465.18	423.56	41.62	11.53	6.95	15.09	224.2161	-6.8685	-8.4668	0.0000	0.0000	0.0000	13.7128	15.0767	26.2658	16.2662	188.9516	362.9238	615.3495	135.2068
0380	402.00	220.21	181.79	8.58	19.34	11.43	223.6875	-9.7433	-4.1983	0.0000	0.0000	0.0000	19.1262	28.4285	19.8410	20.8545	291.1137	301.2920	166.5250	129.5936
0381	499.83	308.93	190.90	5.27	21.16	23.22	358.4034	-6.8338	-1.6619	0.0000	0.0000	0.0000	28.7937	29.3495	10.1975	29.5605	150.6419	579.6462	90.1581	562.8362
0382	389.94	299.82	90.12	8.97	19.43	13.73	343.6471	-6.9267	-4.4780	0.0000	0.0000	0.0000	5.8229	12.8545	14.9799	15.6822	113.0252	358.2132	490.6335	177.6264
0383	352.23	316.05	36.18	12.06	25.59	13.90	206.6843	-9.5659	-10.7016	0.0000	0.0000	0.0000	27.5246	0.6007	18.4663	15.5038	91.8510	364.7933	648.6189	217.7033
0384	510.40	403.93	106.48	10.40	43.99	33.59	328.3632	-3.5583	-2.5960	0.0000	0.0000	0.0000	5.7197	20.8856	6.4883	26.6196	17.9010	50.9670	629.0250	616.8883
0385	472.17	314.69	157.49	7.23	19.78	13.28	289.4227	-7.3994	-2.9705	0.0000	0.0000	0.0000	13.4858	17.4894	3.0468	19.3574	139.2019	247.0342	271.7101	539.2314
0386	507.40	419.30	88.10	12.77	29.47	26.06	396.5570	-2.3148	-2.6989	0.0000	0.0000	0.0000	13.2333	0.8573	28.2776	21.0848	365.1281	83.1993	29.9761	385.2063
0387	477.02	430.05	46.97	10.96	12.46	10.27	222.5557	-5.7293	-5.9761	0.0000	0.0000	0.0000	5.6220	20.4511	7.6847	9.5271	89.5016	188.8013	269.7995	256.3569
0388	438.70	300.16	138.54	5.94	11.59	17.16	214.1371	-10.2986	-4.9999	0.0000	0.0000	0.0000	3.0592	10.0076	9.1000	21.3940	102.7689	396.6523	394.4889	502.3321
0389	466.50	396.19	70.32	14.46	11.42	13.65	228.8827	-7.4733	-5.9026	0.0000	0.0000	0.0000	21.6113	20.7684	10.7919	20.4368	528.6866	582.3684	216.3408	400.7751
0390	516.83	454.30	62.53	11.92	18.44	14.16	320.7384	-2.4671	-5.4999	0.0000	0.0000	0.0000	3.4807	12.9450	14.7672	11.2692	441.3957	232.8481	236.0164	423.0181
0391	429.74	230.75	198.99	8.12	11.32	15.26	221.3315	-9.9252	-3.8559	0.0000	0.0000	0.0000	1.4273	10.4726	6.7181	24.7519	271.4608	436.9487	654.2485	361.8408
0392	434.85	386.93	47.92	4.34	14.73	13.66	227.3004	-8.1442	-8.4417	0.0000	0.0000	0.0000	14.7560	27.4736	23.0034	4.9263	352.6446	141.2185	631.1187	385.1591
0393	439.79	367.66	72.14	7.39	13.26	18.32	378.6641	-4.9565	-4.1035	0.0000	0.0000	0.0000	15.9397	15.6670	24.8026	1.3837	569.7897	538.9852	249.9790	363.2523
0394	496.43	432.66	63.77	8.99	29.70	21.06	223.2939	-7.2154	-9.2773	0.0000	0.0000	0.0000	27.0856	13.3662	13.2341	22.1197	649.5203	598.5248	340.5699	638.4288
0395	381.29	338.54	42.76	8.20	13.58	9.30	317.0020	-6.2438	-5.9264	0.0000	0.0000	0.0000	11.4635	23.1095	1.5368	7.5470	537.2265	284.7426	492.9086	78.6410
0396	446.83	332.88	113.95	7.40	13.55	13.64	286.6676	-7.8984	-4.6161	0.0000	0.0000	0.0000	7.9630	15.2515	12.8418	12.6978	405.4301	373.0432	163.7927	616.2834
0397	463.92	377.56	86.36	9.29	37.52	28.85	288.7125	-3.5829	-2.3935	0.0000	0.0000	0.0000	2.8569	11.0301	15.8409	25.4090	108.6818	35.4201	285.1856	79.1503
0398	454.98	433.35	21.63	8.18	9.29	3.99	360.1519	-2.6744	-4.5668	0.0000	0.0000	0.0000	2.5883	26.4906	8.7220	21.3055	622.0279	34.9076	333.0888	41.1283
0399	516.28	436.46	79.81	9.85	17.70	15.08	269.7032	-3.8108	-4.3833	0.0000	0.0000	0.0000	28.9001	0.4984	29.2627	18.3538	100.1627	311.3480	157.1943	503.8695
0400	486.29	422.62	63.67	10.13	16.35	12.20	292.4154	-5.0411	-5.9070	0.0000	0.0000	0.0000	0.6957	1.3781	17.1013	6.9810	695.4349	388.3906	507.0878	521.1483
